-1.36205	-23.7804	
-1.36142	-23.9655	
-1.36079	-24.1314	
-1.36017	-24.0342	
-1.35954	-23.7159	
-1.35891	-23.8214	
-1.35829	-24.0345	
-1.35766	-23.7846	
-1.35703	-24.3954	
-1.3564	-24.32	
-1.35578	-24.2228	
-1.35515	-23.9383	
-1.35452	-24.1473	
-1.35389	-24.3307	
-1.35327	-24.291	
-1.35264	-23.9336	
-1.35201	-24.4901	
-1.35139	-24.6647	
-1.35076	-24.5661	
-1.35013	-24.8972	
-1.3495	-24.7215	
-1.34888	-25.1203	
-1.34825	-25.0618	
-1.34762	-24.7852	
-1.347	-24.6973	
-1.34637	-24.7546	
-1.34574	-25.215	
-1.34511	-25.1751	
-1.34449	-24.995	
-1.34386	-25.0907	
-1.34323	-25.3611	
-1.34261	-24.9437	
-1.34198	-24.9109	
-1.34135	-25.5145	
-1.34072	-25.2541	
-1.3401	-25.2734	
-1.33947	-25.2289	
-1.33884	-25.3043	
-1.33822	-25.3111	
-1.33759	-25.4844	
-1.33696	-25.7343	
-1.33633	-25.603	
-1.33571	-26.1694	
-1.33508	-25.9847	
-1.33445	-26.3073	
-1.33382	-26.1269	
-1.3332	-26.4471	
-1.33257	-26.2282	
-1.33194	-25.655	
-1.33132	-25.6011	
-1.33069	-26.0886	
-1.33006	-26.1166	
-1.32943	-26.3561	
-1.32881	-26.2535	
-1.32818	-26.2462	
-1.32755	-26.4146	
-1.32693	-26.227	
-1.3263	-25.9203	
-1.32567	-26.1287	
-1.32504	-26.5358	
-1.32442	-26.4528	
-1.32379	-26.5982	
-1.32316	-27.0768	
-1.32254	-26.6898	
-1.32191	-26.6925	
-1.32128	-26.8254	
-1.32065	-27.1427	
-1.32003	-27.1257	
-1.3194	-26.9752	
-1.31877	-27.0153	
-1.31815	-26.9116	
-1.31752	-26.9489	
-1.31689	-27.3025	
-1.31626	-27.2421	
-1.31564	-27.3797	
-1.31501	-27.571	
-1.31438	-27.2531	
-1.31376	-27.2792	
-1.31313	-27.2934	
-1.3125	-27.694	
-1.31187	-27.4136	
-1.31125	-27.6331	
-1.31062	-27.4786	
-1.30999	-27.6867	
-1.30936	-27.7219	
-1.30874	-27.9347	
-1.30811	-27.8339	
-1.30748	-27.8649	
-1.30686	-28.2554	
-1.30623	-27.7434	
-1.3056	-27.9637	
-1.30497	-28.1904	
-1.30435	-27.9675	
-1.30372	-28.0454	
-1.30309	-27.6483	
-1.30247	-27.8286	
-1.30184	-28.3615	
-1.30121	-28.0289	
-1.30058	-27.773	
-1.29996	-27.5838	
-1.29933	-27.9939	
-1.2987	-27.7698	
-1.29808	-28.0685	
-1.29745	-28.6196	
-1.29682	-28.195	
-1.29619	-28.2879	
-1.29557	-28.1683	
-1.29494	-28.3956	
-1.29431	-28.1078	
-1.29369	-28.1956	
-1.29306	-28.8086	
-1.29243	-28.1647	
-1.2918	-28.4837	
-1.29118	-28.3546	
-1.29055	-28.037	
-1.28992	-28.7663	
-1.28929	-29.0156	
-1.28867	-28.9261	
-1.28804	-28.5507	
-1.28741	-28.9504	
-1.28679	-28.8427	
-1.28616	-28.8249	
-1.28553	-28.5722	
-1.2849	-28.877	
-1.28428	-28.8588	
-1.28365	-28.7981	
-1.28302	-29.1067	
-1.2824	-29.1105	
-1.28177	-29.0961	
-1.28114	-28.9135	
-1.28051	-28.9954	
-1.27989	-28.9831	
-1.27926	-29.2728	
-1.27863	-29.3336	
-1.27801	-29.2862	
-1.27738	-29.1631	
-1.27675	-29.6317	
-1.27612	-29.4678	
-1.2755	-28.7718	
-1.27487	-29.0267	
-1.27424	-29.1752	
-1.27362	-29.3342	
-1.27299	-29.2537	
-1.27236	-29.4452	
-1.27173	-29.4504	
-1.27111	-29.4906	
-1.27048	-29.5453	
-1.26985	-29.7914	
-1.26922	-29.7991	
-1.2686	-29.57	
-1.26797	-29.3699	
-1.26734	-29.8784	
-1.26672	-30.1072	
-1.26609	-29.7715	
-1.26546	-30.0233	
-1.26483	-29.5498	
-1.26421	-30.0249	
-1.26358	-29.6171	
-1.26295	-29.9158	
-1.26233	-29.7194	
-1.2617	-30.4726	
-1.26107	-30.1247	
-1.26044	-29.8523	
-1.25982	-30.0052	
-1.25919	-29.8254	
-1.25856	-29.8546	
-1.25794	-29.6204	
-1.25731	-29.9816	
-1.25668	-30.0881	
-1.25605	-30.132	
-1.25543	-30.3822	
-1.2548	-30.0111	
-1.25417	-30.1595	
-1.25355	-29.8612	
-1.25292	-30.2481	
-1.25229	-30.4144	
-1.25166	-30.2279	
-1.25104	-30.2217	
-1.25041	-29.9303	
-1.24978	-30.1687	
-1.24915	-30.02	
-1.24853	-30.1887	
-1.2479	-30.1218	
-1.24727	-29.9982	
-1.24665	-30.5441	
-1.24602	-30.1908	
-1.24539	-30.417	
-1.24476	-30.3346	
-1.24414	-30.4903	
-1.24351	-29.9252	
-1.24288	-30.0906	
-1.24226	-30.2121	
-1.24163	-30.4608	
-1.241	-30.3424	
-1.24037	-30.4454	
-1.23975	-31.0067	
-1.23912	-30.4571	
-1.23849	-30.4656	
-1.23787	-30.6866	
-1.23724	-30.4967	
-1.23661	-30.3799	
-1.23598	-29.9868	
-1.23536	-30.2769	
-1.23473	-30.8548	
-1.2341	-30.0262	
-1.23348	-30.3012	
-1.23285	-30.5652	
-1.23222	-29.9212	
-1.23159	-30.1022	
-1.23097	-30.3206	
-1.23034	-30.3137	
-1.22971	-30.3562	
-1.22908	-30.368	
-1.22846	-30.2108	
-1.22783	-30.608	
-1.2272	-30.6125	
-1.22658	-30.3709	
-1.22595	-31.2177	
-1.22532	-30.2776	
-1.22469	-30.3358	
-1.22407	-30.8408	
-1.22344	-30.5695	
-1.22281	-30.8683	
-1.22219	-30.3897	
-1.22156	-30.6533	
-1.22093	-31.0314	
-1.2203	-30.8677	
-1.21968	-31.1457	
-1.21905	-30.7754	
-1.21842	-30.3106	
-1.2178	-30.3737	
-1.21717	-30.5654	
-1.21654	-31.0694	
-1.21591	-30.8173	
-1.21529	-30.5948	
-1.21466	-30.6564	
-1.21403	-30.7098	
-1.21341	-30.7776	
-1.21278	-30.4501	
-1.21215	-30.6592	
-1.21152	-30.7922	
-1.2109	-30.5868	
-1.21027	-30.8551	
-1.20964	-30.5846	
-1.20902	-30.7058	
-1.20839	-31.1762	
-1.20776	-31.0887	
-1.20713	-30.9201	
-1.20651	-31.0845	
-1.20588	-30.6405	
-1.20525	-30.9593	
-1.20462	-30.6874	
-1.204	-30.9347	
-1.20337	-30.917	
-1.20274	-29.8982	
-1.20212	-30.4178	
-1.20149	-30.9111	
-1.20086	-31.0543	
-1.20023	-30.5467	
-1.19961	-30.8065	
-1.19898	-31.0017	
-1.19835	-31.2686	
-1.19773	-31.1251	
-1.1971	-30.584	
-1.19647	-30.8876	
-1.19584	-30.5985	
-1.19522	-30.5679	
-1.19459	-30.9905	
-1.19396	-30.6926	
-1.19334	-30.6796	
-1.19271	-30.5584	
-1.19208	-31.0246	
-1.19145	-30.654	
-1.19083	-30.9954	
-1.1902	-30.6733	
-1.18957	-30.7471	
-1.18895	-30.8016	
-1.18832	-30.9763	
-1.18769	-30.6696	
-1.18706	-30.5533	
-1.18644	-30.7773	
-1.18581	-30.6456	
-1.18518	-30.8633	
-1.18455	-30.7067	
-1.18393	-31.4476	
-1.1833	-30.7873	
-1.18267	-30.6124	
-1.18205	-30.7544	
-1.18142	-30.599	
-1.18079	-30.6629	
-1.18016	-30.9731	
-1.17954	-30.7595	
-1.17891	-31.0482	
-1.17828	-30.9657	
-1.17766	-30.543	
-1.17703	-30.9447	
-1.1764	-30.5114	
-1.17577	-30.857	
-1.17515	-31.8037	
