wavenumber;E3-PBE;PB sigma;PBE modificado (E2-bis)
4,20736;1,22865192;0;9,014542512
4,21238;1,230084214;0;9,014437706
4,21739;1,229685903;0;9,01351369
4,22241;1,230156445;0;9,013749504
4,22743;1,232108749;0;9,012328026
4,23245;1,232719338;0;9,013703758
4,23746;1,234112846;0;9,012058376
4,24248;1,235334488;0;9,016257215
4,2475;1,236197534;0;9,014556071
4,25252;1,2358329;0;9,012737173
4,25753;1,235692388;0;9,014040957
4,26255;1,235173306;0;9,011200322
4,26757;1,233910788;0;9,012733386
4,27259;1,234720184;0;9,013692459
4,2776;1,23284336;0;9,012981781
4,28262;1,234829109;0;9,01141708
4,28764;1,233320172;0;9,014319768
4,29266;1,231672117;0;9,011769305
4,29767;1,230932164;0;9,012175153
4,30269;1,227810474;0;9,013778148
4,30771;1,228785929;0;9,013079869
4,31273;1,229549572;0;9,014844532
4,31774;1,226097852;0;9,011271354
4,32276;1,224066582;0;9,028519156
4,32778;1,223106571;0;9,011756601
4,3328;1,223048253;0;9,014873787
4,33781;1,223031043;0;9,013434108
4,34283;1,222245313;0;9,014349879
4,34785;1,222265821;0;9,009967508
4,35287;1,219958172;0;9,012036389
4,35788;1,221190102;0;9,012279776
4,3629;1,22090434;0;9,012044512
4,36792;1,220714057;0;9,011698029
4,37294;1,220616395;0;9,011662849
4,37795;1,219505328;0;9,007898871
4,38297;1,22106615;0;9,010323885
4,38799;1,220695523;0;9,007286036
4,39301;1,220477602;0;9,009652906
4,39802;1,220260191;0;9,008795769
4,40304;1,219703601;0;9,009076168
4,40806;1,220049284;0;9,00968833
4,41308;1,219361169;0;9,007908154
4,41809;1,219295721;0;9,007865157
4,42311;1,2189103;0;9,011244236
4,42813;1,219460712;0;9,007646567
4,43315;1,217526291;0;9,011465147
4,43816;1,217631059;0;9,005326615
4,44318;1,216980616;0;9,010803696
4,4482;1,216586672;0;9,006514588
4,45322;1,21759009;0;9,010577411
4,45823;1,214622243;0;9,00931418
4,46325;1,215470402;0;9,007167244
4,46827;1,214602781;0;9,006155523
4,47329;1,215156026;0;9,008034459
4,4783;1,214028516;0;9,00793631
4,48332;1,212685499;0;9,008445194
4,48834;1,212530657;0;9,009630064
4,49336;1,21147029;0;9,004649602
4,49837;1,211161187;0;9,007120521
4,50339;1,211279914;0;9,007859049
4,50841;1,211366404;0;9,006889593
4,51343;1,211116781;0;9,006677233
4,51844;1,212514492;0;9,010460328
4,52346;1,21047795;0;9,004925854
4,52848;1,209258816;0;9,006822593
4,5335;1,20984762;0;9,005978843
4,53851;1,211101731;0;9,008292932
4,54353;1,212554161;0;9,007143485
4,54855;1,211929684;0;9,008254637
4,55357;1,209134562;0;9,006223806
4,55858;1,211971187;0;9,004663943
4,5636;1,211152083;0;9,007717476
4,56862;1,211122866;0;9,007331232
4,57364;1,212586165;0;9,010060587
4,57865;1,212847843;0;9,010614117
4,58367;1,211656719;0;9,01154876
4,58869;1,211272668;0;9,007870593
4,59371;1,211894103;0;9,010142612
4,59872;1,209918666;0;9,01226921
4,60374;1,210830299;0;9,013078769
4,60876;1,210066122;0;9,014453402
4,61378;1,209959728;0;9,013199944
4,61879;1,20963655;0;9,010605628
4,62381;1,209059591;0;9,014439721
4,62883;1,208118718;0;9,011195436
4,63385;1,208728331;0;9,012769787
4,63886;1,209399305;0;9,012433443
4,64388;1,209374083;0;9,008679053
4,6489;1,20970158;0;9,008829971
4,65392;1,21046513;0;9,008430719
4,65893;1,209688272;0;9,00848019
4,66395;1,206798438;0;9,005271457
4,66897;1,208536189;0;9,006423219
4,67399;1,207911247;0;9,008943694
4,679;1,207451436;0;9,007813914
4,68402;1,206562703;0;9,007194239
4,68904;1,207058885;0;9,004685044
4,69406;1,206923134;0;9,006351393
4,69907;1,206550928;0;9,007542005
4,70409;1,20677008;0;9,00653059
4,70911;1,206164276;0;9,007677715
4,71413;1,205396592;0;9,006521245
4,71914;1,205983375;0;9,010621874
4,72416;1,206109441;0;9,008896666
4,72918;1,205470309;0;9,008156611
4,7342;1,206467434;0;9,011958029
4,73921;1,205643778;0;9,008802182
4,74423;1,206274293;0;9,009782265
4,74925;1,206444975;0;9,011480172
4,75427;1,207395139;0;9,016920986
4,75928;1,206596658;0;9,019738657
4,7643;1,208291698;0;9,018274243
4,76932;1,206202528;0;9,014133487
4,77434;1,20680169;0;9,010992665
4,77935;1,207172433;0;9,011269705
4,78437;1,206098619;0;9,008675755
4,78939;1,207048294;0;9,008024931
4,79441;1,206409952;0;9,009153367
4,79942;1,205944659;0;9,010563302
4,80444;1,208292233;0;9,008110498
4,80946;1,205757999;0;9,007277302
4,81448;1,206401451;0;9,007685105
4,81949;1,207680784;0;9,007457659
4,82451;1,207375513;0;9,008884695
4,82953;1,210867157;0;9,0136414
4,83455;1,213617222;0;9,015587763
4,83956;1,215498249;0;9,017734699
4,84458;1,21595943;0;9,018544869
4,8496;1,214179874;0;9,016296731
4,85461;1,220241379;0;9,023837514
4,85963;1,224739646;0;9,028067501
4,86465;1,227484857;0;9,030781648
4,86967;1,235154261;0;9,036085531
4,87468;1,239234453;0;9,046359944
4,8797;1,233074915;0;9,043767582
4,88472;1,230047983;0;9,039834057
4,88974;1,233452788;0;9,047158571
4,89475;1,23426381;0;9,051048732
4,89977;1,239623474;0;9,053077731
4,90479;1,250945031;1,88E-05;9,064085604
4,90981;1,249406366;0,000208087;9,067572421
4,91482;1,254212111;0,000279676;9,077703062
4,91984;1,260397429;0,000481403;9,092630595
4,92486;1,244173278;0,000386891;9,086830228
4,92988;1,248425104;0,000695673;9,095116991
4,93489;1,241799902;0,001697309;9,10273192
4,93991;1,23375936;0,002334404;9,09546268
4,94493;1,231261961;0,002116268;9,0981549
4,94995;1,227662529;0,003568292;9,093973652
4,95496;1,227248193;0,004251061;9,0902975
4,95998;1,22347016;0,002023694;9,086052733
4,965;1,223333829;0,001851755;9,087624213
4,97002;1,225551829;0,001829703;9,094301018
4,97503;1,224854611;0,002430986;9,101871362
4,98005;1,226750014;0,005927641;9,10592313
4,98507;1,225500734;0,005850755;9,111481638
4,99009;1,226299911;0,004098323;9,104373026
4,9951;1,232263893;0,005711019;9,104145214
5,00012;1,233113004;0,00328681;9,094525166
5,00514;1,230371974;0,005493448;9,086309251
5,01016;1,231249652;0,002975549;9,078297329
5,01517;1,234727383;0,000732578;9,07742761
5,02019;1,234943609;0,000266122;9,081759716
5,02521;1,234174625;0,000140457;9,086811294
5,03023;1,23453717;0,000112051;9,089777134
5,03524;1,235877492;3,12E-05;9,076965877
5,04026;1,242573995;0;9,063791219
5,04528;1,246332751;0;9,061263902
5,0503;1,247166998;0;9,056177205
5,05531;1,247270582;0;9,054070946
5,06033;1,248360305;0;9,055762195
5,06535;1,255268622;1,47E-05;9,059632873
5,07037;1,26441468;8,25E-05;9,063479732
5,07538;1,265720629;0,000127819;9,06268025
5,0804;1,264823907;0,00021023;9,062547715
5,08542;1,267392607;0,000354654;9,065683346
5,09044;1,274082839;0,00050053;9,068028046
5,09545;1,284009727;0,000762584;9,073941404
5,10047;1,292638561;0,00099681;9,076820517
5,10549;1,299907332;0,001257151;9,079482199
5,11051;1,305335046;0,001450068;9,08165833
5,11552;1,304451562;0,001799042;9,084475145
5,12054;1,306616377;0,002804794;9,082013791
5,12556;1,311898004;0,003724377;9,07956282
5,13058;1,313524461;0,003797585;9,081861712
5,13559;1,31716082;0,003736374;9,083346465
5,14061;1,321558499;0,004063131;9,0779437
5,14563;1,322811031;0,00570949;9,077237053
5,15065;1,317285075;0,007491398;9,072823717
5,15566;1,313912785;0,00738483;9,07017486
5,16068;1,31944478;0,006994741;9,072427335
5,1657;1,317899379;0,007614013;9,066841343
5,17072;1,311970467;0,009000474;9,064656662
5,17573;1,310696104;0,010697865;9,062005973
5,18075;1,314825301;0,013048219;9,067775803
5,18577;1,323182401;0,01534447;9,069107866
5,19079;1,335756025;0,015512924;9,074968088
5,1958;1,348112726;0,015829447;9,07724255
5,20082;1,355159928;0,016573785;9,082507283
5,20584;1,370298071;0,016414284;9,088192218
5,21086;1,395136657;0,015008388;9,100232088
5,21587;1,414889634;0,013226632;9,112479005
5,22089;1,437216886;0,013454079;9,125394702
5,22591;1,456252206;0,01339718;9,143165925
5,23093;1,489401442;0,011870391;9,268058584
5,23594;1,51919;0,010017341;9,186957265
5,24096;1,562058955;0,010199927;9,220537956
5,24598;1,598638543;0,010198715;9,252885526
5,251;1,64939243;0,008198933;9,303396425
5,25601;1,723364486;0,00654862;9,373866891
5,26103;1,808558927;0,006303005;9,447302588
5,26605;1,92212287;0,006956009;9,558631536
5,27107;2,093689266;0,009086037;9,71489211
5,27608;2,237908066;0,009569402;9,822947395
5,2811;2,386634864;0,009353924;9,958492894
5,28612;2,628852121;0,011310016;10,18989074
5,29114;2,993526226;0,014933321;10,53606831
5,29615;3,599249364;0,015976;11,17966665
5,30117;4,506748295;0,018459837;12,00505097
5,30619;5,078063395;0,02017771;12,47228075
5,31121;5,898909348;0,022535929;13,20399924
5,31622;5,468501143;0,028171633;12,41803935
5,32124;4,681772914;0,033970833;11,91142789
5,32626;4,372088962;0,036904109;11,67714116
5,33128;4,166407164;0,043732628;12,00585717
5,33629;3,974799799;0,056607724;11,92785117
5,34131;4,19402185;0,066811797;12,40677697
5,34633;5,012196912;0,089264808;13,73692215
5,35135;4,307012133;0,119290399;12,34570118
5,35636;4,128201817;0,139264532;12,09893056
5,36138;3,515030378;0,172047646;11,22861279
5,3664;2,898298527;0,206876176;10,49518417
5,37142;2,652158544;0,282745236;10,37204928
5,37643;2,508427473;0,37735085;10,42345677
5,38145;2,4255509;0,593732352;10,32252903
5,38647;2,434408967;0,612068087;10,54417306
5,39149;2,476729808;0,784920126;10,53165253
5,3965;2,314876164;0,66829703;10,10549621
5,40152;2,253873024;0,462862975;10,09229162
5,40654;2,027023838;0,387460848;9,672603233
5,41156;1,935328682;0,234848088;9,57818495
5,41657;1,846752662;0,222301498;9,454145519
5,42159;1,746691812;0,19970827;9,387166144
5,42661;1,707708422;0,224651315;9,399333052
5,43163;1,671690883;0,223541144;9,367335447
5,43664;1,641521432;0,200120108;9,346880554
5,44166;1,609294235;0,148654158;9,3164642
5,44668;1,562428234;0,120580044;9,279443722
5,4517;1,531796604;0,080296523;9,252217967
5,45671;1,474035692;0,06226643;9,179672756
5,46173;1,449804909;0,045906553;9,166553676
5,46675;1,429128268;0,040839157;9,158406777
5,47177;1,417488759;0,050687039;9,149594151
5,47678;1,407969937;0,049348084;9,13476495
5,4818;1,397189062;0,046569074;9,127659393
5,48682;1,395871732;0,039078998;9,127872547
5,49184;1,397562522;0,04387684;9,119025108
5,49685;1,395215158;0,029460589;9,110315701
5,50187;1,372663784;0,032845923;9,098873152
5,50689;1,370058388;0,022431799;9,10037867
5,51191;1,367541712;0,019667114;9,095258687
5,51692;1,35888524;0,01712832;9,090825195
5,52194;1,352208014;0,018571129;9,083222481
5,52696;1,334247784;0,011178683;9,076942057
5,53198;1,320499433;0,010734008;9,064464274
5,53699;1,314542883;0,009536593;9,06066878
5,54201;1,305873869;0,007714163;9,056225577
5,54703;1,295946053;0,008251466;9,052637008
5,55205;1,286637186;0,01110491;9,049318333
5,55706;1,281703006;0,010567661;9,041050442
5,56208;1,27157917;0,01184294;9,034813566
5,5671;1,264026356;0,013872184;9,023410839
5,57212;1,258302986;0,015267474;9,019809688
5,57713;1,252610737;0,012138333;9,02062676
5,58215;1,248493618;0,010686199;9,01712162
5,58717;1,247123103;0,01155811;9,014526327
5,59219;1,246994435;0,011481363;9,012792263
5,5972;1,243224531;0,01170348;9,010239112
5,60222;1,243546199;0,007662483;9,009710195
5,60724;1,2428736;0,005900231;9,009528678
5,61226;1,242060952;0,006393031;9,008394012
5,61727;1,240394781;0,00553718;9,007389132
5,62229;1,239756786;0,003718537;9,007150509
5,62731;1,240319996;0,002821144;9,005718288
5,63233;1,240138143;0,0023499;9,005452419
5,63734;1,242123892;0,00254586;9,00739469
5,64236;1,241206964;0,002214861;9,00720676
5,64738;1,241964335;0,001812265;9,00615021
5,6524;1,24154698;0,001426474;9,004197983
5,65741;1,242660857;0,001367204;9,002614826
5,66243;1,244382304;0,001304186;9,006433052
5,66745;1,242542641;0,001252687;9,00454752
5,67246;1,243746865;0,001159804;9,005795359
5,67748;1,242831794;0,000942026;9,003874514
5,6825;1,242088358;0,000788773;9,003917145
5,68752;1,243064278;0,000734562;9,003106015
5,69253;1,240806795;0,00067132;9,003840232
5,69755;1,237193428;0,000553144;9,001031448
5,70257;1,236401451;0,000455123;9,001242263
5,70759;1,237406867;0,000420876;9,001376874
5,7126;1,234750841;0,000433052;9,004404707
5,71762;1,232033964;0,000375887;9
5,72264;1,230401934;0,000497988;9
5,72766;1,228922261;0,000329624;9
5,73267;1,229419743;0,00040005;9,001592673
5,73769;1,224842534;0,000332313;9
5,74271;1,223874974;0,000434978;9
5,74773;1,224263066;0,000374033;9
5,75274;1,222423078;0,000322116;9
5,75776;1,219805466;0,000399944;9
5,76278;1,218875207;0,000241241;9
5,7678;1,218705779;0,00045686;9
5,77281;1,219479896;0,000218508;9
5,77783;1,217371774;0,000212343;9
5,78285;1,216934677;0,000370297;9
5,78787;1,215192536;0,000150775;9
5,79288;1,214871588;0,000268414;9
5,7979;1,214108224;9,57E-05;9
5,80292;1,213629253;0,00014743;9
5,80794;1,21194111;0,000203093;9
5,81295;1,212638631;8,14E-05;9
5,81797;1,212009601;1,24E-05;9
5,82299;1,212035939;4,77E-05;9
5,82801;1,211064733;0;9,002752551
5,83302;1,209584851;0;9,001431079
5,83804;1,211794235;0;9,004828371
5,84306;1,209695797;0;9,006560273
5,84808;1,209392941;0;9,008315408
5,85309;1,209999257;0;9,007177871
5,85811;1,209710708;0;9,007713139
5,86313;1,209131032;0;9,010404566
5,86815;1,208736297;0;9,010667803
5,87316;1,209683209;0;9,01382707
5,87818;1,208510572;0;9,003523994
5,8832;1,210796251;0;9,012839536
5,88822;1,209519588;0;9,009664877
5,89323;1,211859869;0;9,006477087
5,89825;1,21131503;0;9,005111622
5,90327;1,212309322;0;9,005935144
5,90829;1,21278272;0;9,006141476
5,9133;1,212978252;0;9,004599092
5,91832;1,212221531;0;9,000707752
5,92334;1,214112103;0;9
5,92836;1,216134664;0;9
5,93337;1,217296362;0;9
5,93839;1,218078631;0;9
5,94341;1,21942476;0;9
5,94843;1,21786273;0;9
5,95344;1,219415284;4,89E-05;9
5,95846;1,218930645;0;9
5,96348;1,218501375;1,65E-06;9
5,9685;1,219208836;2,33E-05;9
5,97351;1,218814148;0,000147635;9
5,97853;1,219636201;0,000185291;9
5,98355;1,21778553;0,000122544;9
5,98857;1,215455515;8,44E-05;9
5,99358;1,215416822;0;9
5,9986;1,213927022;2,95E-05;9
